,mzmed,rtmed,12hpi_Cf_1,12hpi_Cf_2,12hpi_Cf_3,1dpi_Cf_1,1dpi_Cf_2,1dpi_Cf_3,2dpi_Cf_1,2dpi_Cf_2,2dpi_Cf_3,12hpi_Chitin_1,12hpi_Chitin_2,12hpi_Chitin_3,1dpi_Chitin_1,1dpi_Chitin_2,1dpi_Chitin_3,2dpi_Chitin_1,2dpi_Chitin_2,2dpi_Chitin_3,12hpi_Flg22_1,12hpi_Flg22_2,12hpi_Flg22_3,1dpi_Flg22_1,1dpi_Flg22_2,1dpi_Flg22_3,2dpi_Flg22_1,2dpi_Flg22_2,2dpi_Flg22_3,2hpi_Mock_1,2hpi_Mock_2,2hpi_Mock_3,1dpi_Mock_1,1dpi_Mock_2,1dpi_Mock_3,2dpi_Mock_1,2dpi_Mock_2,2dpi_Mock_3,2hpi_Mock_1.1,2hpi_Mock_2.1,2hpi_Mock_3.1,1dpi_Mock_1.1,1dpi_Mock_2.1,1dpi_Mock_3.1,2dpi_Mock_1.1,2dpi_Mock_2.1,2dpi_Mock_3.1,12hpi_Mz_1,12hpi_Mz_2,12hpi_Mz_3,1dpi_Mz_1,1dpi_Mz_2,1dpi_Mz_3,2dpi_Mz_1,2dpi_Mz_2,2dpi_Mz_3,12hpi_Pb_1,12hpi_Pb_2,12hpi_Pb_3,1dpi_Pb_1_,1dpi_Pb_2_,1dpi_Pb_3_,2dpi_Pb_1_,2dpi_Pb_2_,2dpi_Pb_3_,12hpi_Sc_1,12hpi_Sc_2,12hpi_Sc_3,1dpi_Sc_1,1dpi_Sc_2,1dpi_Sc_3,2dpi_Sc_1,2dpi_Sc_2,2dpi_Sc_3,12hpi_XeWT_1,12hpi_XeWT_2,12hpi_XeWT_3,1dpi_XeWT_1,1dpi_XeWT_2,1dpi_XeWT_3,2dpi_XeWT_1,2dpi_XeWT_2,2dpi_XeWT_3
M1105T1628,1104.679339,1628.154507,125118.8675,88809.57943,122945.0509,184384.901,36230.45543,30247.60917,111232.0535,56395.414679999994,76152.66981,23538.41816,106231.4186,40023.95886,94245.22473,2617.719344,17416.89406,147046.7911,36265.98,77930.64993,0.0,31942.06086,42668.112689999994,27536.121989999996,10675.37178,7066.978472,38005.15915,14471.580880000001,24636.465630000002,86527.0394,0.0,21067.35683,0.0,34989.95387,34487.2217,96467.92346,48899.49647,27481.673260000003,17683.36745,11754.21039,22298.02477,5426.450622,153.909428,1784.9715809999998,14400.882959999999,1891.3740530000002,9760.315024,24348.29429,9073.579078,21707.383980000002,18240.902019999998,30055.09803,21148.49801,10342.149440000001,76290.84599,23280.45118,35135.8402,1910.683835,4316.420402000001,25104.5648,6733.722124,33188.9849,1353.813878,16561.80372,9079.67468,9381.711681,6948.220722,28892.618580000002,249.7694525,8716.110190000001,7910.828814,9783.207125,6990.078967,18649.6415,30570.24765,58700.2218,11584.4647,7293.8165930000005,13154.979,5878.336077,4240.1610200000005,7071.136467,1085.664841
M1106T1628,1105.6826939999999,1628.154507,85171.29665,59082.8858,81146.79795,123531.7038,25554.67079,20463.55873,73289.74349,38391.81423,51189.69922,14554.721290000001,73612.23841,28778.221569999998,62682.193170000006,1849.7920609999999,11525.55147,100037.4794,25235.19995,52752.082819999996,0.0,21229.526159999998,29209.0817,18639.01199,7314.89143,4157.463584,26530.662640000002,11200.71233,16821.89398,59589.50369,0.0,15542.44338,0.0,24573.9728,24960.16665,63796.73906,32583.61768,17876.29376,13404.988229999999,8595.552892,14936.585630000001,4117.722925,315.610431,1367.059694,10671.10195,1233.3666460000002,6164.616777,17714.99947,6156.185219,15733.6526,11198.68918,20797.13296,13980.00725,6582.528824,53445.203180000004,15731.15003,24690.8738,901.1646233999999,2028.4545920000003,15869.54544,4135.684141,22561.23766,699.6837909,12220.48948,5843.245181,5921.2062829999995,4891.6307560000005,20043.89498,0.0,5467.324404999999,5347.099603000001,5765.953832,3920.255854,12341.36908,21500.80943,40911.30343,7862.640202,4699.485956,9398.385148000001,3175.101695,3948.953091,5395.082753,1557.082162
M1111T1829,1110.726318,1828.533775,228175.0595,194282.43,274012.6196,517626.6299,116420.3149,74921.08445,208741.9964,185010.1716,211346.1616,47065.603910000005,135921.6077,81438.82417,170074.71399999998,7017.528373,25023.404430000002,293377.4747,61302.11724,165785.4925,209.5101669,74757.24569,88099.71693,56720.806529999994,31240.888489999998,16668.20937,92457.35329,40199.344039999996,59666.76155,186873.0617,269.8970903,52435.11253,0.0,85500.90329,90470.6153,227080.7201,132581.7708,62668.642120000004,39976.602269999996,25573.22764,47083.34455,14663.450569999999,535.1724951,4578.269652,60350.94701,7631.749364,28654.2857,55442.902910000004,17284.844090000002,47873.96721,37639.99473,63382.167120000006,44430.46336,23464.35773,185491.505,53000.72517,71619.53539,5784.615253,9182.148693000001,51579.39629,15381.069419999998,79225.73978999999,6523.76725,36491.139839999996,18832.33357,16504.1164,11689.185959999999,59081.6878,210.57247599999997,11140.9293,8980.476323,12649.60015,9756.977452,34603.02497,59101.39907000001,130537.1792,34201.223,15549.95352,29799.86654,9223.322404999999,20100.40924,24241.82389,10922.20743
M1112T1829,1111.72985,1828.9444989999997,154152.6744,129895.4883,187478.0243,345018.844,79609.03886,50392.87115,143011.7678,124234.395,142400.3025,33464.41555,95303.16731,57699.90411,119435.5211,5974.307077,17864.23227,200003.7444,40308.65432,109013.6048,0.0,48669.48318,60003.088760000006,38801.02787,20161.99263,12678.76344,63490.654989999995,28151.036560000004,40522.13852,126736.9887,1240.558172,35600.296389999996,0.0,57478.08211,62466.19063,155102.9156,90751.31373,43506.63917,28006.35123,17391.04754,31530.014489999998,6947.056852,691.8022624,2719.519612,42444.44806,5475.436589,18766.48216,39923.19125,13435.242419999999,35273.96432,26350.71889,44277.37041,30743.334860000003,16385.64,127270.3962,36544.433880000004,50724.748419999996,3010.672579,6542.7134590000005,35870.89405,12761.73401,54048.97915,5451.017903,26627.64892,14175.251419999999,10888.06051,7132.843870999999,40795.95565,226.6393525,7481.736592,6474.310884,8732.209136,6721.10435,18434.9388,39851.173039999994,88778.95795,18576.630830000002,9494.411939,15411.989319999999,5373.542843,12058.84769,15236.81269,7660.822956
M1113T1830,1112.7326,1830.170811,59181.07761,50403.29051,71844.428,132971.4651,32627.86255,20096.18235,55226.170079999996,49170.80591,55586.44115,13486.77996,37502.124189999995,23190.67813,47815.64005,419.3634088,7364.61578,79924.35765,16345.46265,44679.73498,0.0,21103.31845,25005.79725,16779.89164,8389.871384999999,4184.355582,26397.38193,9835.964397,17232.58145,50194.08908,0.0,15357.87714,0.0,24283.457769999997,26248.187719999998,61603.3437,37592.98085,18021.07614,9110.381441,6680.85577,1975.45237,2339.3027739999998,193.906413,160.5142066,13551.580109999999,876.3519912,7419.051092000001,15705.24937,4396.8155130000005,14647.148169999999,10800.91352,17511.38582,12850.40237,6879.97232,51360.89703,14596.256130000002,20016.87848,0.0,743.0848461,15404.60815,4934.156689,20783.551190000002,656.9333881,10903.5508,5408.423868,3492.148815,2344.0299800000003,15324.14265,249.8482249,3343.582524,1557.9137859999998,2909.6349370000003,1699.1145780000002,5324.479224000001,3124.467223,34911.27657,6457.748557,2721.397654,4451.342442,1638.0250019999999,3737.5401060000004,5462.3324170000005,1747.794768
M1116T973,1115.5630019999999,972.7474419,57081.75189,47072.90005,82926.6693,101032.4868,36712.28192,23643.34417,60384.01402,66932.51967000001,93898.04174,20544.42153,52806.44697,15013.33016,43057.44391,20883.0692,16458.08757,73717.31682000001,50491.21351,39846.9001,16383.46766,20624.46306,21348.71724,41586.770260000005,20495.09822,24250.205319999997,60097.63171,40136.50037,63976.13258,33495.94007,16647.19821,42036.38583,25550.51713,45967.427169999995,94086.6936,73683.51179,138453.5252,112298.62599999999,18431.61313,7559.258918,59073.280529999996,12010.2242,8676.640313,42302.3811,40422.89894,16874.201419999998,70247.61894,14291.92364,13992.30231,16115.926730000001,16677.333469999998,33156.72755,24029.86497,18711.15742,47066.08316,27531.386939999997,17765.20833,9095.746733,11644.69519,16074.078780000002,12054.93896,21721.02424,17436.210219999997,24806.09258,19009.78114,12486.91639,13315.78515,15500.159880000001,11501.53267,12668.53665,15086.865130000002,13091.05271,12105.26716,18154.37691,24836.87383,38597.49748,9206.460839,10941.39281,22137.41045,9173.964786,10012.15931,19460.38133,7250.509784000001
M1117T2548,1116.667031,2548.363664,13546.45971,67064.30842999999,31159.29859,39499.46837,19100.7113,15134.335490000001,65980.9752,14514.724409999999,8885.676602,12594.3707,11145.64231,14528.9545,16467.31983,10255.15992,12972.92199,22499.09752,12661.76107,14919.996980000002,8226.134834,15265.65055,7933.185214,8804.011299,9617.018224,8969.073578,5630.859291,7564.119214,7070.616147,5073.595765,6916.206515999999,6532.882525999999,0.0,4082.555331,2612.7935820000002,4593.5439799999995,5868.612219,4226.998132,15901.779380000002,18169.17828,6667.364822,6792.059146,7188.709148999999,3630.9318350000003,33562.88341,6399.576137,6874.443098999999,13348.81025,9850.09983,10997.86487,13775.820780000002,15630.91045,14080.81757,15162.9912,19082.905430000003,12258.55217,13456.40317,10952.9559,7995.162883,12015.290579999999,14835.208680000002,10764.31273,12084.40798,11634.799579999999,8895.598555,13803.606280000002,18031.84411,16443.79707,12840.379509999999,19181.59633,15866.97765,14859.698690000001,16855.84384,16928.289230000002,14859.463619999999,13123.401000000002,9865.394281,10191.02285,9085.918974,8415.161455,69671.68194,110995.5678,57354.02947
M1122T2546,1121.622132,2545.632099,32916.36441,159951.5963,82666.67958,94241.74041,53366.67631,41939.17663,169840.7759,29227.47516,20561.563990000002,28536.04198,28403.31062,39680.69921,41464.72864,30365.06951,35147.74013,61372.57694,31930.606860000004,35725.67449,27254.14843,40051.91043,19302.338330000002,23538.75336,24587.400019999997,21678.7467,16821.30225,22175.79036,21753.37685,16103.706419999999,22587.20416,17421.67699,0.0,15865.901619999999,12961.06369,15273.91585,15728.00641,15667.11173,39727.26294,46776.311630000004,19201.22619,18013.5133,17958.34679,13242.80925,80968.96463,14493.96549,15489.044580000002,32972.423539999996,27395.14755,28199.908110000004,34423.018319999996,41436.48197,38154.68406,47092.24036,51357.671780000004,32236.491210000004,33524.22576,28977.4531,21426.054659999998,25675.392490000002,39250.053980000004,31061.55839,37834.43426,28734.897780000003,29019.911369999998,46685.91624,56821.12235,54437.848320000005,27539.593439999997,70893.09001,56907.58602,54262.71197999999,63063.141489999995,64757.21602000001,42170.0475,32857.59526,23588.34145,24978.23465,24940.03375,21627.112259999998,172776.1639,296792.9705,147592.5358
M1123T2546,1122.625856,2545.9119370000003,21724.514180000002,102821.5381,53928.8834,61936.40812000001,34760.0059,26976.42072,107587.7445,17818.0635,13138.246079999999,19909.1685,18531.960280000003,25369.16821,27829.466930000002,19479.85483,23212.9561,41406.9549,21949.221859999998,25139.07165,17216.55646,26716.76717,12668.58103,15769.23776,16490.77151,15219.19241,11278.62931,15584.40646,14862.471140000001,11007.1909,15229.37841,12063.16137,0.0,9656.28566,9349.469165,11156.835009999999,11080.237509999999,11002.39678,25516.96504,32144.82234,13032.273290000001,11400.4519,11946.55598,8155.669723999999,54235.6755,8978.515595,11137.10858,23122.63327,19940.872,18976.14456,22653.136730000002,25531.97705,21949.65327,31293.986780000003,33500.10514,22534.69858,22795.00546,18597.65309,15009.13216,16662.82257,24560.9048,20609.61165,23301.889180000002,19952.53297,19921.47775,31832.23334,37447.145039999996,34900.765510000005,19303.98311,47473.0774,36630.23902,36489.72381,43274.78915,42179.26425,28182.939260000003,20055.87294,15286.937069999998,16271.13747,16971.3941,15377.57866,112491.8883,190126.3203,93973.87291
M1131T1703,1130.693592,1703.324666,49896.52636,36263.2273,58286.56552999999,85939.66359,17394.96392,13971.9542,43013.7961,23811.87353,34492.4908,15094.48232,44364.88801,24250.18822,55623.93357000001,672.1795856000001,9260.07175,115056.7854,22973.419840000002,55557.10782999999,0.0,26555.86379,25010.36065,21467.49993,10058.41349,6654.189617,34008.60484,15726.81053,23656.44317,51292.65636,0.0,17790.02304,0.0,24478.1871,31292.70995,77943.46575,50862.382710000005,26870.336339999998,13970.202130000001,8756.164906,8117.935598,4316.3857880000005,161.9724433,889.2438604,9401.869003,1727.383155,7103.483537,22475.18474,5323.706744,17126.96245,16204.00424,27378.33843,21148.93599,10794.41338,76894.85988999999,26540.458609999998,18716.47176,699.3441137,2846.996268,16737.48713,2953.131001,31086.641910000002,1188.336508,13580.603030000002,9006.550873,9896.291217,8259.359246,22860.10151,0.0,9252.437376,9767.868048,5708.288706,7067.135167,19648.034519999997,27808.14671,34411.77259,5704.988159,10428.79567,5688.160552,2235.420354,6297.858717,3491.818332,460.9049477
M1133T1718,1132.710785,1717.9538670000002,696482.8107,534894.7937,755982.2991,1214611.9270000001,216686.0223,162587.636,547202.3038,322483.87899999996,425913.8377,192483.3035,617034.2226,318957.6781,732000.2763,16507.22815,93055.79337,1349155.7140000002,223373.6527,599524.6239,3192.583554,324582.6659,373774.7794,251416.9685,111130.6847,71359.31066,444080.5752,166216.9292,271144.0169,826671.9306,272.791454,213764.3733,0.0,395489.9876,461377.6088,1158860.758,691657.3749,341099.3498,127903.4569,87653.37376,179180.2733,48051.31431,6876.5260180000005,23969.57573,112578.7354,26341.84008,109464.5297,243969.9919,56244.68255,215726.1555,169430.3059,306672.6669,221548.6601,98842.74319,885375.113,259734.4423,285619.762,12866.69467,29079.43256,204108.0425,39385.902480000004,346729.089,12949.84741,145513.3597,84801.46176,82588.78015,62187.01922,287821.8809,25162.01004,60039.378789999995,67045.26345,64444.44923,50939.86546,177130.2315,216260.134,453385.7244,73058.21497,58092.144420000004,70158.75212,35840.3341,51294.09994,48792.0179,14067.47563
M1134T1718,1133.713768,1717.837668,487023.624,367268.2828,522300.8094,833997.4699,149619.7898,113314.1892,377208.2782,231763.579,291392.6264,136658.5864,433223.0077,218385.1847,499759.4246,12115.44758,68895.95349,930909.3425,153382.4848,414712.5627,2837.616833,230581.3888,259770.1804,174842.0465,78399.32365,48992.38328,310163.67699999997,118195.9482,185290.8406,568214.379,1187.807098,154082.9156,0.0,272622.3706,322511.1719,790855.9998,473609.369,234752.9056,89395.27229,64390.054939999995,123963.1636,35001.82691,4702.626681000001,17565.39488,77168.391,18189.39913,76675.1815,170218.7082,39451.63725,148027.1265,122608.7601,211045.42,152610.7619,71519.13659,614475.9064,179198.2844,201590.701,9085.418195,20881.44818,143959.0818,26714.78579,242900.4771,10040.22365,100567.7864,61321.032139999996,59074.2937,45202.73379,199720.3901,19252.96788,44084.9764,48689.629310000004,45763.465789999995,36242.95528,124703.7768,150365.4675,312770.9381,50468.38913,40047.63117,50572.82621,24077.696330000002,37416.20934,33269.44769,10256.53241
M1135T1718,1134.7165539999999,1717.872071,194955.6756,146073.3507,207344.8581,323139.8331,61228.766789999994,47627.04172,150084.9105,93152.90832,117852.0589,55026.95192000001,171817.9962,87680.43682999999,201032.9497,5341.606145000001,29127.14711,362791.711,65897.62276,166411.8023,0.0,91384.13346,107380.8808,75174.73692000001,32818.82814,21455.87461,126753.67599999999,47984.34618,76557.60012,224828.9268,0.0,62502.67589,0.0,111215.7972,131875.2919,314894.9394,191806.3115,96866.10856000001,38630.75076,28028.787210000002,51314.86606,14832.90753,1763.3220829999998,5841.189588,33477.913980000005,6664.043433,33487.89113,69044.07192,18336.290259999998,63329.47926,49806.72092,87967.36442,63439.71275,30388.9586,241233.9749,73610.02034,84694.83546,3480.7977490000003,8474.780712,58050.57129,12425.90313,97966.4672,3973.1876270000002,43937.951219999995,26151.45589,24998.13199,19260.68417,80301.62906,1002.3221880000001,20011.41752,22136.662780000002,20773.76808,15515.48721,52044.932510000006,62236.37956,126517.334,22481.23516,17145.09666,21619.41574,10765.07273,15849.488819999999,15680.53456,3775.6235039999997
M1135T1773,1134.722898,1773.005816,62913.377779999995,55843.975999999995,89326.36124,153536.9607,33033.574389999994,23013.05643,52227.25442,36337.52572,47170.03671,12181.86318,32375.218910000003,20822.5579,45450.4,840.4903875,7885.991279000001,85127.26591,19103.93609,49538.67117,0.0,17630.49682,24270.519809999998,18240.74636,8239.08196,4629.12633,28650.156460000002,12318.52418,19179.23347,48005.9848,265.1376148,13553.07721,0.0,25819.02015,27695.24676,64276.22968,42392.22997,22561.96502,12559.290359999999,8983.54219,7939.41925,3296.252011,0.0,148.5263125,12690.427609999999,1259.115235,7351.198670000001,13811.515519999999,5520.837893,13934.12619,9842.738417,17223.17659,12911.44337,7450.753216,53723.5645,16357.95156,18967.864380000003,211.6422597,1631.972325,15046.84065,4051.107782,21621.373630000002,353.6642735,10450.49476,5813.307618,5154.70626,2488.231702,16553.69535,484.34284289999994,3164.833534,3048.558399,3604.606922,2164.81957,9319.440653,7984.988043,32965.015530000004,8696.456506,4491.720651,7055.581262999999,2207.3761219999997,3896.4774869999997,4597.144484,401.0395544
M1136T1718,1135.717868,1718.107559,62787.55715,46924.364669999995,65879.9714,101017.5223,20530.87732,16871.76665,48309.398089999995,30611.506380000003,39199.73385,20602.70745,55118.355489999994,29706.125089999998,63866.70362000001,892.5152462000001,9305.446567,113137.8429,23032.09566,54766.642510000005,0.0,29787.09579,35985.51994,24313.48484,11815.564209999999,7702.753937,40703.30365,16315.440669999998,25721.24273,73343.64198,520.2729367,21948.09734,0.0,36047.248660000005,40864.94705,97300.95136,60223.39825,31847.611439999997,11907.654770000001,8748.464615,16887.798769999998,4663.182132,147.7125083,1934.098611,10387.53732,2645.418412,8368.648857,23321.12055,5391.477614,20695.29606,17187.15486,29075.244280000003,21671.33138,10014.04189,73353.93692000001,25288.83241,26052.468259999998,951.0983222000001,3032.866971,20800.72588,4237.389722,33744.76742,663.8553967,15183.73332,8689.642746,8285.664111,6019.121379,26204.03405,0.0,6228.827236,7253.762026,6874.903820999999,5832.366584,17136.81126,21478.50566,39153.853910000005,7361.691140000001,5060.165135,7430.245931999999,2757.7036160000002,4104.805615,4929.00619,0.0
M115T1717,115.03900829999999,1717.3312440000002,557469.0778,465224.3939,589014.9555,812723.4571,235803.1869,188871.2501,468251.5226,308844.5171,363164.3316,251362.926,616470.9949,374429.7015,685716.2651,33563.84786,136617.1743,1040831.0390000001,294337.5218,626284.5989999999,20591.60729,396379.6129,428168.3059,331497.2844,154102.596,101635.4757,499612.0665,230983.0998,334869.0761,754557.8202,19433.70533,277639.8704,0.0,442920.3539,492210.902,941796.8707,675105.5898,401491.4871,145375.71,109504.3996,118567.7524,55950.99869,18985.554509999998,35666.27583,125687.8588,38121.87011,113825.02,306046.9281,82866.79922999999,273804.8723,235144.2861,376225.1036,272863.2539,147279.2674,791571.209,314570.2939,356530.3176,27755.667639999996,46945.24023,266531.6113,63658.321410000004,414635.7153,30607.32132,206790.9929,124205.6515,114318.6048,96534.05756,373603.2012,18639.80528,103635.4692,95953.11162000001,105500.5529,85861.79448,228242.8581,229106.4412,401185.7927,97186.57659,79539.28702,89367.463,48560.616689999995,69034.38432000001,59148.36035,26750.80909
M115T1828,115.0390632,1827.818306,241720.6369,105636.4901,299088.7845,460219.8252,139376.7005,94150.92593,225043.1609,192886.9971,219251.473,71624.68522999999,187205.0693,119619.9861,223304.21,22964.44601,45857.479719999996,361340.7516,95617.46149,230268.6265,20804.2594,109398.9153,130352.7366,89743.83455,49462.8277,30723.877630000003,140586.1868,65222.47621,90058.6918,244663.8317,20373.20566,84414.44119,0.0,120210.27,130652.13699999999,308689.7755,195704.9417,102862.477,56515.445289999996,40361.82529,47566.24471,27432.22203,20329.66845,23030.3023,75368.5371,21853.974580000002,41627.191139999995,84389.62385,33832.484110000005,76709.08477999999,62940.41529,101529.192,73121.85858,42956.5523,255510.0461,84312.43502,107719.0294,22948.14008,24084.82709,80878.57277,32796.77005,114761.0955,23469.9938,59444.26998,37336.74502,38942.15372,29371.8715,89833.6421,19315.05728,28756.9055,30609.62366,34314.752960000005,30844.70998,59295.536620000006,40552.066360000004,132480.49800000002,47369.43393,29013.33643,42537.4122,26399.24876,33538.59078,35286.08682,22076.89009
M1163T1718,1162.720591,1717.7476920000001,328478.74600000004,224041.8811,357502.1057,649773.5705,68606.34455,48712.124130000004,233827.3369,116183.4962,162647.7601,59122.08205,286226.5808,114870.6818,352712.35299999994,3425.632314,23699.74127,769671.5122,76090.3365,261871.4439,265.2767166,122298.8206,143659.8501,88208.67889,28553.95445,16391.01756,183228.1868,48120.73415,98292.90718,401580.4663,0.0,68551.49848,0.0,143640.6527,189406.7742,626998.7728,324300.5511,126384.0535,35384.62337,22462.83321,50503.96805,10339.0696,313.4657333,4285.634304,29642.26483,3898.9451950000002,26757.75722,76808.56055,11909.72967,65527.00492000001,50780.48022,111422.4552,66876.62242999999,27062.32903,434730.4928,85216.82306,98249.15192999999,2113.0740769999998,5949.300764,63832.73244,8155.665715000001,132345.3844,2789.104327,42200.38281,20069.01285,21912.30039,13277.49646,108264.2562,0.0,12934.28894,16381.78119,14361.576980000002,10503.82055,54424.638660000004,67796.5506,174748.7365,17544.155609999998,12912.72205,16648.14313,6113.207858,8705.643986,10810.78062,1685.512351
M1164T1718,1163.7239630000001,1717.7476920000001,229116.1203,161151.8566,251653.5412,455929.2347,49221.89291,35283.01062,164407.0107,82643.89744,113282.5943,43756.84635,205081.7463,81942.12026,244484.0425,955.8818776,18262.109969999998,532567.8392,53824.796610000005,192907.5512,0.0,89972.1785,99604.44318,63805.79008,20328.38719,10824.50821,129924.1714,36999.87806,68295.28844,285710.3574,0.0,46591.019960000005,0.0,103075.6997,131427.1304,441203.1147,230532.1454,90532.82648999999,25656.74575,16325.07105,35861.323410000005,7682.674269,314.4572472,2450.743985,21029.98514,2650.591474,19888.80454,54923.92616,8417.684462000001,48270.898030000004,37156.72924,78614.10197,46979.453460000004,18966.82579,308053.5228,62756.63363,71782.96294,957.8366792000002,3718.1768829999996,47400.76244,5709.947579,94639.93989,453.6128178,31044.4705,15149.05665,14931.40105,10105.76778,76024.66125,275.127673,9837.41168,12089.9076,11096.8706,8446.155884,41971.71922,46202.7052,124258.9505,11285.98402,8182.744752,11049.247220000001,4033.332582,7335.0040930000005,5843.735661,1132.985762
M1165T1718,1164.722394,1717.6100390000001,95721.00047,65843.69149,104203.5722,188988.37,23773.01209,14943.37564,69210.86362,38759.52084,50275.19708,19805.11971,84968.72847,35511.64418,102376.3235,10047.5221,10802.61458,216199.0872,25746.13463,78738.17119,3895.2002479999996,37603.68148,43528.567489999994,27936.423619999998,11021.54328,7483.178978,55455.07154,17586.33186,31321.02355,117561.433,6612.970507999999,23029.56091,0.0,44263.30988,57962.13291,181313.3809,96543.5769,38867.83903,11994.147159999999,7537.787265999999,9536.384618,4046.274459,1134.525658,1465.0302900000002,10250.392829999999,1080.587401,9790.191852,26190.32686,8872.805108,23653.42305,17862.661030000003,35830.12808,22369.32172,10499.80885,128843.55300000001,26756.61159,32322.42259,2548.092105,6671.132338,20193.32053,5405.741023,40571.60286,2636.539452,14588.11239,9017.544919,8086.403670999999,5201.240954999999,33108.08104,189.19405509999999,4648.246505,6451.005252,4782.716503000001,3686.977253,17223.83274,21963.89406,50977.8407,6035.452682,4875.102563,5254.6884119999995,2650.13383,5252.127985,6301.986649,983.379258
