name,12hpi_Cf_1,12hpi_Cf_2,12hpi_Cf_3,1dpi_Cf_1,1dpi_Cf_2,1dpi_Cf_3,2dpi_Cf_1,2dpi_Cf_2,2dpi_Cf_3,12hpi_Chitin_1,12hpi_Chitin_2,12hpi_Chitin_3,1dpi_Chitin_1,1dpi_Chitin_2,1dpi_Chitin_3,2dpi_Chitin_1,2dpi_Chitin_2,2dpi_Chitin_3,12hpi_Flg22_1,12hpi_Flg22_2,12hpi_Flg22_3,1dpi_Flg22_1,1dpi_Flg22_2,1dpi_Flg22_3,2dpi_Flg22_1,2dpi_Flg22_2,2dpi_Flg22_3,2hpi_Mock_1,2hpi_Mock_2,2hpi_Mock_3,1dpi_Mock_1,1dpi_Mock_2,1dpi_Mock_3,2dpi_Mock_1,2dpi_Mock_2,2dpi_Mock_3,2hpi_Mock_1,2hpi_Mock_2,2hpi_Mock_3,1dpi_Mock_1,1dpi_Mock_2,1dpi_Mock_3,2dpi_Mock_1,2dpi_Mock_2,2dpi_Mock_3,12hpi_Mz_1,12hpi_Mz_2,12hpi_Mz_3,1dpi_Mz_1,1dpi_Mz_2,1dpi_Mz_3,2dpi_Mz_1,2dpi_Mz_2,2dpi_Mz_3,12hpi_Pb_1,12hpi_Pb_2,12hpi_Pb_3,1dpi_Pb_1_,1dpi_Pb_2_,1dpi_Pb_3_,2dpi_Pb_1_,2dpi_Pb_2_,2dpi_Pb_3_,12hpi_Sc_1,12hpi_Sc_2,12hpi_Sc_3,1dpi_Sc_1,1dpi_Sc_2,1dpi_Sc_3,2dpi_Sc_1,2dpi_Sc_2,2dpi_Sc_3,12hpi_XeWT_1,12hpi_XeWT_2,12hpi_XeWT_3,1dpi_XeWT_1,1dpi_XeWT_2,1dpi_XeWT_3,2dpi_XeWT_1,2dpi_XeWT_2,2dpi_XeWT_3
M490T647,43903.24842,51310.16826,42696.20696,127609.7348,199871.5655,201364.874,272698.2126,267840.5027,192749.8458,138086.9211,16949.83226,52945.35806,59627.51354,15083.9971,27575.64792,60082.9168,85194.19143,56996.43993,33269.6573,79485.25314,38441.4066,51422.72563,157017.0163,72688.10284,47183.7136,78769.34551,47001.19521,13485.90389,7936.331075,50166.97632,12903.06715,8753.706928,46894.1011,13986.42173,18206.58071,9647.458397,12316.31485,50033.48273,25464.99802,8260.878197,9902.569154,6207.648199,7756.330386,4965.366938,7566.599833,32767.24364,16058.44875,17486.10797,49899.95454,29892.50583,44119.45936,37885.79885,24529.0881,31899.50854,14487.54218,6563.408088,7460.153163,76447.30788,11613.8756,23397.28454,124062.6683,28159.8899,25187.91857,93317.85693,138061.0639,81896.46329,46397.68097,149413.6993,153256.5152,176984.772,62229.58264,49133.03498,24869.94831,19468.88588,15008.08508,21990.19188,17747.79875,31860.23967,21430.13907,22581.33735,23047.84486
M258T792,81898.29747,59325.67554,34536.67829,29539.36178,36797.57095,30105.54377,34726.12107,31823.3789,26970.271,55183.05681,66331.40214,49637.58297,80995.14645,120398.0749,75647.20444,67832.17808,126962.186,52548.90282,78799.52867,33063.26814,46410.60511,36513.15226,45164.26225,45851.42595,20534.40281,26458.68092,17476.84055,25774.70254,43116.38523,33183.3037,15236.37738,16074.78915,17801.43937,9001.610489,9313.641157,14741.84394,22838.69604,18040.94602,57262.85776,19740.861,17136.8195,51633.65949,12003.63067,7776.788957,30370.68692,37662.52843,39697.0428,32838.89174,31179.42361,23218.06282,29597.05073,16771.72708,13284.23721,14043.29928,42128.88395,26355.27538,39518.14239,41411.03293,29252.87637,21364.88734,29543.89814,21363.36105,15418.60297,10841.01626,23272.55495,12531.58056,16332.86605,22411.61933,15101.68515,13001.93483,13686.48071,11302.34279,67433.83691,40367.30297,54551.55746,41880.73691,54759.43275,45680.20989,16712.30761,26938.19901,22909.26648
M644T1246,38348.96405,45508.16277,46045.74542,172204.1608,98668.50196,95520.01474,370946.9867,136326.3122,158271.4859,17492.14502,22930.92263,16797.35915,49964.63116,24203.25342,33516.06578,65908.96937,89815.05469,63220.77684,12697.72996,18309.48204,11643.15971,28281.86532,15253.61788,19209.64172,12805.18377,8526.948905,13577.1267,6233.063651,5245.335464,10013.78491,6458.201519,6639.007149,13358.07012,7967.191338,16886.03291,11901.38655,9063.71786,8724.915903,19842.53395,7412.371125,6340.373901,9826.31899,21072.37938,9696.89456,18589.56026,10480.2124,9328.685149,10635.08956,15031.81772,15141.66925,15955.29552,7150.471918,12669.60419,7040.177613,12913.90239,5734.583454,7923.971941,34483.53626,13750.72497,16215.69417,49436.8746,18176.18798,6593.496805,8207.852403,5192.458603,9522.196296,22554.91382,8478.459162,5523.875584,37368.62673,32172.53238,8854.579902,16985.94727,6539.966772,9777.809251,8979.30039,6811.376275,6321.798146,35480.21211,36963.30441,20594.05164
M210T662,101247.426,90084.0704,78490.8717,43607.60342,115385.8306,92547.52717,81121.9897,43927.81345,30404.08643,12029.75443,11556.23326,15234.43146,39819.96744,25816.85792,36656.81483,49094.88459,97436.39703,61929.89071,11155.31572,14525.41154,15299.9039,21216.15099,22681.47387,17847.35645,14558.08524,17115.72154,10439.46581,8717.57325,8521.844281,9655.239553,9019.149012,8345.519133,8781.859465,7868.934308,9826.824662,6623.632243,9256.561628,8882.290959,9386.57929,9309.767929,9215.498506,9042.832081,7303.264655,7554.037895,4943.559468,23346.87526,22913.62862,23377.57765,38580.55901,29861.99047,31945.3809,16950.80906,31636.81891,23591.00024,11360.98544,8084.867528,8434.955001,45123.99994,9600.157625,16307.20973,56150.38218,12872.1174,14203.1296,8297.79039,11132.59389,8665.790142,22791.5871,19825.39824,13236.93908,61765.45369,67936.33612,22525.90528,15298.9161,9705.092017,13331.66642,12182.82134,14048.96701,27612.66857,14845.81636,15686.61534,16391.4295
M651T926,29160.4331,18369.42335,17471.96513,13180.39645,23789.28962,15201.60333,33246.84366,22224.99959,20206.04091,67318.7245,101250.6433,59275.05209,72276.77709,10842.18804,35774.42633,107503.4961,60160.56595,63125.29569,7238.882106,34113.69792,14262.95357,22628.56724,31206.05142,12249.32121,22845.33717,23743.12866,25495.25351,13556.70855,7092.6818,22171.6305,14630.48883,10868.3392,28163.58326,15759.58671,20548.75325,15014.51651,7675.544521,6582.684643,9975.632736,5778.063847,6143.962272,6336.790775,10495.99096,5107.363847,16298.31331,11586.41253,6710.179701,18488.22729,15949.21192,16224.23425,11624.30432,10092.08543,13845.60757,12185.88049,20952.27405,4143.463473,7687.428566,25761.86812,6000.528022,30907.42286,8071.971994,12969.2745,10049.17257,16861.80882,15510.43306,16910.64984,19250.27542,15655.53418,14638.64005,20873.78128,23137.2201,12327.93861,11029.62162,10696.68529,6232.647224,8400.506269,9224.461622,9567.82713,8180.691136,10016.55002,6631.335919
M337T1037,148930.3177,175152.1458,104106.8976,96774.69761,86010.86124,48840.28667,88123.33564,94671.20475,100443.9662,193311.2085,156824.6125,170638.7652,225073.6606,96511.2364,120897.2955,145339.806,132949.6425,108862.0878,61700.73649,78181.75187,75468.77769,44284.86409,48014.77094,43288.1942,29239.17801,30733.44588,34244.80119,40402.21003,35403.17412,50885.00432,32683.08451,25801.14549,42426.72151,31793.85941,33982.28648,34624.52092,47822.74068,35491.82414,72073.41226,28874.55875,22022.10218,42252.68985,56521.31591,28848.74121,79021.06074,69903.03015,68358.0946,98133.52176,53344.04758,63747.00066,49647.85376,36803.3575,41962.81375,30571.88007,102118.7585,54541.50404,79279.99022,47987.16768,63494.32936,57241.24795,34821.26924,54070.43738,31933.70275,78224.61092,83194.29932,79953.53352,55277.12743,53702.17117,51126.13948,20352.08053,24074.0983,21321.02705,96785.7188,87828.81535,75642.45535,45737.76177,54484.47154,50489.03138,64840.95739,57018.25073,52674.96333
M528T713,46924.78774,43824.74478,42055.95731,50886.32547,78765.77761,72923.16574,382499.6185,457857.0472,304961.7568,171763.9505,200692.9997,172208.6686,176391.2094,703386.6998,401819.4145,331357.7665,1373345.238,522916.347,199692.0908,183117.2786,282216.7537,236797.8837,445239.2476,542082.9062,190856.8889,430464.7168,256781.4377,95022.41571,167879.3518,142017.5615,93120.05369,79674.09659,68305.14855,68172.34819,46028.01116,59843.16936,31717.95071,39693.78556,65207.04022,38429.19758,34906.0494,61496.45516,100866.524,69887.47099,73853.82614,245709.9633,360684.2531,270405.2786,258388.1094,248528.4228,331790.0214,302709.5821,146185.5977,280162.3925,177865.5617,199112.8198,191235.8199,242057.2834,221138.8004,192000.1695,475138.9344,324225.4084,243067.023,103949.4572,183034.51,86244.40986,169807.7027,165328.2188,113525.0584,221115.0836,256331.2934,138300.2187,89333.39736,35101.19253,44149.91755,68062.44532,64214.55748,50128.59558,424475.8875,448131.3312,412437.4686
M405T713,36987.65329,35197.76699,19341.54317,22877.53958,51460.83106,19669.45079,19034.89749,16839.90449,16598.96112,397876.2923,38027.07448,93483.59167,108280.3889,16065.47412,138969.3211,94448.45698,37252.57322,36852.45909,13103.43598,167574.1636,64506.51784,27759.81814,136906.4203,38995.55339,14258.12483,35307.42786,134963.2246,22526.49858,9066.060304,70594.84395,20404.20665,14479.32142,58012.09209,17735.14706,45422.105,64228.9694,54391.037,32345.23422,20315.17278,17955.00095,13891.86395,9817.930765,11299.51922,7591.086929,9964.23719,63463.46354,30235.91546,69591.75427,54228.19332,47131.30061,118027.8389,51808.05911,26612.52464,27397.91881,27191.67708,9504.19594,15490.25154,30525.50839,11137.07584,69382.73756,20973.06513,25220.95822,99063.62005,253789.5926,175227.4833,89170.61171,425508.2436,247343.2251,254488.1114,429254.0659,375101.3598,160762.7226,61492.46732,116614.4336,27103.30425,81760.00736,90274.78303,135684.4962,9984.531514,11556.70926,10668.92804
M737T2182,30152.97318,16252.19738,17407.6173,12949.17046,30089.92962,10157.74491,12311.12053,10746.90959,13037.18293,300884.729,335327.5095,223965.0678,497947.3852,51987.51017,170926.0166,629056.5607,300043.0271,283543.9174,50773.62478,155891.623,79645.48317,122548.8119,122545.7793,78617.20293,91330.87748,97011.87873,86768.76124,90309.54574,94231.23991,101008.0193,0,72315.45382,85893.94077,56110.07235,54771.81311,54931.13197,33351.79553,35317.62803,40906.51583,40953.87661,15528.28196,19708.03831,16458.9693,12312.60228,29084.80238,84367.73751,66183.42461,116706.6282,106068.4786,111501.6279,74733.04452,47157.91005,55602.93562,54016.49497,90072.29798,49510.15224,53644.317,110644.0376,62319.42896,132290.365,65622.71507,45657.62681,68995.58325,56996.14171,77630.40291,86413.29176,75741.99406,82008.12264,48517.66477,39826.1597,37798.94601,42872.56085,91800.00629,55410.96884,45137.61104,72614.28847,23021.16722,59952.37939,22848.37252,17800.30241,5724.899514
M680T1016,80549.6629,80081.4065,54324.17937,278094.3229,266696.8334,351267.8222,609703.7074,297406.0486,361458.3059,11763.27918,9728.691607,10056.54368,33735.99637,38938.80987,42727.87831,78863.70194,293342.0552,119096.9983,7344.572397,9442.62214,8875.505525,58599.34991,23297.83135,20248.91633,17514.71457,15615.5364,15114.72725,7432.874425,8688.618925,9010.268238,9414.028046,7854.797827,12510.28918,10005.93347,21075.12129,20937.4254,15210.13751,15908.80513,25587.28673,24859.86081,23744.17382,20151.01309,28994.18618,33270.26476,36066.17598,8399.845859,10193.85879,11681.95039,10354.81774,8175.653111,11534.16948,10296.03297,10035.32566,10010.84667,12091.44061,5872.363845,5817.341242,51700.36592,16052.3746,12186.33506,197498.4102,19415.9453,14357.16163,5906.670137,6094.078511,6115.786948,9583.925084,9732.012313,8203.810428,52109.49101,74805.15331,11570.03125,39764.49684,15382.70722,22006.60261,17755.48385,24383.96956,16666.31384,63941.64543,61085.34039,47357.14843
M555T725,32094.46213,34844.71098,39919.63031,87389.44505,65167.29648,31498.25535,112512.4748,136887.3428,127126.6873,13283.65267,8293.678813,14248.01061,59305.22198,37123.61786,41031.521,174816.6641,171718.9607,129277.5239,10593.3555,10261.35713,9798.973259,11125.81732,15976.00541,15043.20815,12154.87137,16198.59499,13081.05948,8466.24094,8885.049232,10605.62653,8712.885696,7502.831219,13941.36668,9939.426638,15000.13897,14931.72731,6820.697823,9009.699959,8981.370872,9834.618219,9775.383392,9281.920034,28817.28845,10949.58751,12588.11429,10133.35502,6828.64583,8239.547449,11931.27913,13749.12439,11643.58779,20770.92629,17273.94709,14367.38966,9734.482563,5381.337352,6853.645107,18511.55752,11456.0168,11671.61688,44649.82833,21523.15904,16506.59986,6733.318752,6644.926578,8840.93328,12908.05382,12727.23015,11131.96944,65078.81886,68905.7746,42359.42009,14855.5859,10673.45911,10463.21671,14185.5425,14871.55539,14232.02437,24243.59374,30285.41957,20873.84958
M255T2494,241013.1062,304991.9771,323799.0853,586338.1331,166951.6334,135130.2058,575840.1506,219621.374,295634.5985,1340019.271,3961266.833,2121034.796,3204724.781,154969.1586,1736364.438,3427782.117,1996290.976,3513494.198,86283.94743,645060.509,848899.5482,1058420.314,465416.259,260529.0158,665005.1565,384461.2784,357017.8664,972561.4547,81639.28606,541224.552,0,514431.0573,657704.4931,710605.7858,428557.1977,362459.9506,199717.6688,158106.7192,193943.2746,172237.4157,103371.1709,130506.0952,168002.5783,115345.9751,177063.9345,530960.231,133518.4959,474958.0027,451772.1133,395782.0474,398833.8186,221743.8424,610183.2788,308695.3065,720865.8201,69350.76923,84306.41957,1277737.617,107023.2725,822555.7119,132055.9511,435526.9637,244884.8405,236234.298,326685.1685,565859.6282,332540.8754,535490.9169,505144.5624,1001408.82,975180.8174,821199.6765,336346.8567,257819.2218,203232.1465,199287.4534,148826.3293,187879.7516,149302.0121,159686.7958,99097.14289
M514T703,88599.70863,82859.5462,64289.61039,108595.8999,176155.552,158128.9385,465715.6117,199384.1589,303137.4215,206064.9014,204364.9797,174919.9648,255615.0926,539691.3012,319914.8227,485063.5485,917702.7951,489034.3644,352726.2516,207076.9021,341657.6778,277531.6854,482946.2838,508422.8964,181781.8826,288613.8583,187809.9209,86411.28332,168868.1196,145678.2086,91843.47219,75626.40961,77816.42934,50900.01658,46151.62704,68220.14937,30271.97685,28354.37457,55205.17705,26627.28989,22591.71262,41038.53713,58972.41418,46378.11986,67573.95066,368093.6165,360750.551,320942.4223,334632.0732,235173.0982,381326.9457,277195.578,177023.9855,285412.8197,217238.2349,155731.4175,194612.8646,415609.7793,199079.0159,180583.058,528745.386,261535.682,209987.0694,71928.66596,137290.3516,68105.20814,148445.8753,130211.3221,85469.98414,335989.8574,439693.3209,137880.3221,107421.2589,41468.08192,61500.93727,93098.22192,102699.8417,90768.85622,203782.6977,318082.7654,272433.8975
M555T2200,13625.20857,11721.20022,9977.843811,24630.79348,6223.931748,7959.81565,11827.72624,8652.621332,8236.357247,33623.20527,139011.7016,63916.17077,99059.99562,8344.322113,44793.65852,96294.60308,77892.1449,1404677.829,6851.813682,32266.69588,26079.30921,28747.33178,15054.59781,8458.006748,18476.76647,11566.27181,16102.86293,52986.41593,6393.902712,18907.50386,0,19015.14926,20536.87974,34904.87053,37462.73323,14991.93356,16271.14669,12552.9867,9349.759091,6560.206495,7278.736834,5365.460806,8157.47322,5528.476041,12873.10942,21931.54124,7616.422693,19677.40482,23722.06045,26542.28356,19756.87417,11964.23737,2420379.188,15820.21615,23652.04527,6877.215952,7935.746122,27865.21992,7934.904396,38282.81223,6832.992929,13452.97048,10666.6548,27844.75647,64133.63505,40363.90092,23192.14358,2801111.218,1037049.079,1885823.402,1336920.98,1114701.387,17161.62488,18091.98507,5362.519714,28124.20723,7771.448287,9489.238925,12274.39429,10722.79879,4521.295852
M326T2016,15516.13184,14900.47895,12363.45729,13141.69587,7541.708171,6943.644424,27945.48011,7806.795918,8176.027518,59904.85863,57449.65612,47747.17632,87428.27058,9692.90922,83675.04712,62370.04745,29441.42659,31519.13687,6925.0485,54996.9281,26156.94712,21764.47249,32144.80863,21000.38676,9729.39631,14024.68239,20888.86782,61354.98104,4349.161639,24620.07748,0,19305.96595,13353.68863,19974.5817,14065.56395,9223.784254,22051.10134,24086.51275,14185.69086,9974.328157,9827.897177,5307.670994,14850.71769,6423.211259,12077.77213,47260.71358,24805.27213,40043.61618,43746.63544,55226.59712,42476.60582,25562.38999,35334.85402,21361.70661,24936.17376,7167.261494,11248.84535,24398.90222,7521.099428,38988.79053,8090.090568,12241.43776,24001.72688,48410.06566,49232.50432,38455.64012,89424.51298,109260.9308,90767.21185,82620.40649,78622.0134,48934.8395,45500.42204,35509.39008,15514.84083,22284.02528,14459.56366,17381.19891,28820.54874,24592.03615,7855.054578
M367T947,4053.007854,3474.745779,2628.513205,6475.984781,6597.6317,9804.230086,11966.67081,16944.41301,12043.3536,27359.1314,34445.2016,22129.10973,44739.37523,14398.29389,36806.25037,105836.1659,86380.16737,97209.79282,6549.765923,22285.40041,19134.12183,18043.58229,36377.22953,19212.87903,14667.97929,29154.58225,28390.71467,14888.1998,5701.303444,13459.57237,8468.755946,8605.190708,13422.66302,9017.443684,9106.160556,8587.651856,3203.504494,2773.361743,4346.020669,4399.27388,1923.704339,3971.20117,1598.228759,3315.442838,4253.341821,18275.70163,10849.0369,25063.12335,25669.02554,31876.71209,24528.3277,16642.98587,25691.18081,19346.26349,14915.57865,6715.5499,7822.494649,21587.11509,6696.441957,28262.33695,11226.18492,17403.87352,14685.11014,10107.14234,15660.52054,12083.47421,9032.050936,15550.48147,9562.568414,17988.20741,19113.12995,17378.42267,3538.147516,2970.340361,3205.871847,3161.184484,5513.906329,5205.101888,8919.277768,9764.345673,7470.33538
M543T2470,4110.843692,5308.992813,5265.258589,13323.19932,2895.182641,2548.396604,7456.625959,3559.391262,4760.805621,82151.19722,138997.7958,85755.73138,157841.257,1484.287721,73046.19594,226276.8444,73153.1093,151047.3923,592.9818344,25385.54439,24628.16996,32001.16416,15579.01113,5692.075213,24162.10098,12819.45205,15518.55036,58236.91374,1125.562712,21308.52264,0,14288.13528,24482.21263,24596.35903,21032.48351,12245.04273,2453.76901,2247.120384,7956.36255,1651.34961,0,0,1881.702262,1528.629131,8186.372617,15582.43725,1397.901599,13825.86595,14607.26345,13571.63189,13212.25582,7522.791909,28001.11564,15106.83233,23054.50839,228.4760631,1619.857564,42731.39994,473.5896911,34172.11326,2064.493318,15316.88417,9226.444586,10218.4944,12765.34147,23467.5833,11979.72328,21126.44086,19697.20924,69195.88499,53722.91226,60497.14373,7984.087626,6282.543038,1589.940013,3912.485302,1377.49562,1651.182493,2068.700492,1343.402328,0
M179T1929,28071.67555,57673.48067,61396.94763,180039.4492,22557.50695,22681.95841,179884.9598,61616.30895,77179.41151,33562.23582,35360.26829,80311.46294,92469.37445,6196.464194,30306.9539,113915.1933,77735.11517,203734.5866,2384.187559,25819.56517,20594.46168,20431.49852,18297.49457,9299.821334,16593.23194,12185.35213,15095.61543,50754.64179,731.5049563,35927.90778,0,17921.02255,21214.34162,27780.00214,19187.35529,12332.18971,16621.60098,19326.53237,6345.304569,12760.15867,4645.215302,4235.755818,30705.07924,6599.97774,9250.249475,23905.88084,7007.857209,34699.83346,19693.65845,28862.99079,17631.7108,13902.72923,35755.1988,20496.31874,37262.88374,6655.329776,3171.124728,39799.57409,17269.02043,33634.78163,18199.31794,17331.64744,12114.42016,18367.69328,8576.298944,19089.65524,14989.36038,12328.89871,15737.52791,39777.93207,36039.92868,22944.64225,20062.23984,16634.60345,8443.027262,13038.78412,16721.74159,10976.03577,22869.74185,42847.45211,24391.81797
M460T452,17853.02839,24821.82109,18015.33986,29727.93606,117919.8679,48910.32127,1159263.872,1502880.028,505274.1039,13670.01133,10119.98567,14447.09002,19920.91693,25221.96734,35386.6299,19400.64379,57605.82732,14881.51311,33459.53109,77868.48065,25345.44049,132667.5672,85732.06879,56115.52172,100065.8292,50613.65239,21255.34613,4789.608775,2918.250151,6364.88472,3909.556983,3078.987382,7272.115705,3409.041882,7370.368548,5364.260637,1484.553685,2988.826092,4342.752544,3241.92194,4752.620091,2733.855795,9033.441717,2215.33745,5084.716204,16612.41118,11803.74912,13857.73684,16769.68702,9111.107604,19109.91647,9332.508287,9836.584563,20551.24278,3859.292299,0,4575.673826,62961.67962,7034.702639,7486.092686,107553.7281,10503.38084,8077.073423,2113.383665,2917.592581,3166.745287,2751.653868,2903.162615,2750.801451,17661.71261,30134.84149,4415.651679,8432.824079,1979.807967,3046.271773,2154.734969,3166.510029,2373.649598,17349.99294,13986.68012,15549.51175
M316T926,13779.53729,9247.812273,8188.0537,3196.498619,13927.16207,10968.99628,26621.53031,27115.85699,24358.3316,89092.87816,145075.4957,77335.35933,100385.9913,15132.19358,50723.98726,160739.9224,90277.34197,105422.2716,7511.367924,47883.19688,23024.39271,34187.39029,41455.86571,15919.9891,37125.13211,33347.71522,35619.73282,21827.65633,5098.300941,31903.69853,22413.44321,16959.78924,40509.4621,22307.39527,34473.04651,19934.27094,3545.040068,3200.014828,5222.122164,6166.054986,33845.04246,4957.364882,44296.96198,36369.23738,19903.36655,15908.54039,8455.924521,26138.40102,23551.81364,25091.62549,16459.16695,14239.98407,21305.11668,16656.22439,34039.81043,4950.527165,8226.017389,35717.81522,9450.502555,45730.0565,7568.917889,20516.99664,14699.45399,18632.10787,16733.91166,22550.50966,14536.64577,14123.54396,9804.572522,12524.08522,11794.81888,12302.80365,74002.52003,6772.748399,43877.45731,45446.33834,37828.15946,40935.81571,36723.3491,45404.85227,38712.29412
M529T714,18797.50639,14224.9574,9556.555913,15375.66193,27022.7876,24878.26936,117968.766,128973.388,89960.85845,53427.01582,61220.50377,54807.5306,55560.57822,201169.1866,121917.099,100991.0055,378324.9625,151943.2949,58792.99758,55340.63576,85415.4799,68119.87735,133866.9078,156700.3008,56723.29055,128395.7477,75681.3738,30571.00064,53655.5337,43018.8321,31727.37768,25025.86684,24638.14379,24323.63216,18779.22219,20541.96041,11902.57019,15425.69049,15080.49231,14193.60797,18269.46235,16148.47585,27578.97157,22170.29814,22163.83007,73259.78218,107965.5121,81669.86302,80396.71317,76410.66062,100636.6493,88085.84893,42893.11335,83608.05767,50950.80229,57920.9111,56736.68992,74674.4451,64546.51964,56740.44517,134295.0007,95919.36267,70461.38772,30376.38887,54480.63439,27824.64589,46582.30167,49822.65376,33089.67917,64805.51365,73517.62518,42326.57776,28512.92273,12747.74471,18179.60821,24533.21786,20684.48892,20318.00778,121485.0056,131885.9203,118930.3816
M314T796,632189.9319,556540.0688,332860.1711,278773.7681,360967.7486,208101.7211,405920.116,340374.3772,264159.4334,317183.1014,308877.485,257415.3098,602610.1046,649195.6784,433279.2795,466257.2134,702681.219,308764.2277,392625.0209,152438.4441,228967.3655,190049.4375,204121.3037,242437.5966,99501.1075,129696.0711,90662.1163,127781.2651,216082.8158,175849.5307,74323.77484,68553.40066,126804.1046,46066.33295,62209.87548,108111.9619,155406.0083,114310.3433,351433.971,129095.8097,95465.71103,317822.5681,131999.4049,66092.07475,221671.9007,208732.1894,241697.345,206616.9797,163852.8475,131802.9916,168825.9374,64301.79245,61170.3626,72548.67584,204765.4764,120004.8262,207277.589,189916.1038,156834.7645,115057.0526,147889.4781,100825.4973,69077.72727,40982.38043,79360.93231,41042.65157,74410.34244,72829.31769,51248.348,42071.88398,48620.5557,35668.6577,452730.5396,263778.5861,352229.8701,224263.8648,283562.4471,246191.3155,121742.6309,135425.3303,137265.9011
M313T687,30518.72594,39481.52058,26583.5225,29965.81778,50674.73252,37771.14565,126369.1987,235053.0156,72276.60606,48019.69913,45608.41502,34055.0918,70197.57818,24094.76836,29681.44919,77257.90799,47823.8129,39510.59462,19372.90704,43480.18817,36738.03654,51879.58027,46610.76712,23334.61415,38054.344,51224.05823,27753.5751,11575.44524,11424.87194,18048.35616,5979.19559,9335.850968,11456.03695,11358.21483,11952.63256,9429.21435,8022.433013,6694.660655,7009.322633,5451.686506,7152.189762,7118.137123,14885.31157,17093.73899,21406.20196,16015.34215,11961.28289,15450.65069,16931.65327,14519.34168,13662.60126,11321.8659,17141.8618,58131.78249,24987.45545,11215.59095,14474.7848,22621.01729,13311.68791,15442.41651,18570.32235,17686.66818,10471.15209,11361.10862,11672.95779,9778.461951,9890.921781,9527.046375,9349.047843,9053.932603,13864.40665,8900.428529,9832.815119,7316.439078,11609.78091,9526.25135,8425.616703,11658.0885,27626.45901,27569.11274,24865.42321
M177T927,8634.629004,5408.248896,6015.02015,6399.853489,8456.910104,4265.959449,26256.33007,30461.75257,27930.85617,151444.824,257369.9171,137255.0216,163069.8321,23985.37823,86503.81087,245187.9775,132505.9947,126559.1399,4429.738427,77888.74716,35863.20064,55754.62492,72747.89855,20543.56287,53618.35948,56159.75016,51250.25259,34384.0718,4067.746315,53789.6806,32998.91493,26555.52802,66057.48355,36642.79938,42930.93187,28903.74135,1930.263642,1953.065062,7083.05032,455.1889696,431.4261585,0,12728.65884,4518.089626,27296.16923,26048.02666,13662.51956,44668.88586,35987.65609,40204.74589,26093.45208,19266.26527,36264.1559,25078.82517,56465.59805,4332.521282,11754.19326,63388.05033,11966.27935,75983.96857,6907.776603,32544.41994,22956.68393,33553.45481,26521.70603,39386.63729,6749.449822,25633.912,13097.35814,11232.77335,9456.380126,18285.1826,4450.542021,2989.355515,2386.326909,1614.153992,1409.770001,1062.248282,15549.87053,17349.83649,9593.45843
M140T767,21202.2919,20489.26965,21249.46308,20039.7471,20858.75702,22328.56816,19085.58187,19805.59032,19350.79522,52832.73987,48003.52062,45780.96205,179561.0373,87538.98675,90508.35405,232691.7266,192621.0009,129628.7342,24154.10669,23782.36597,23047.72701,21433.16238,23409.09325,24126,22812.35402,22879.23099,23652.56705,21663.04804,22679.69493,23030.79181,22788.30162,22725.14175,21062.88048,22267.93431,21657.30784,23140.28773,21666.88931,22342.56018,20936.59934,22142.43481,23280.73522,21575.40742,22551.67517,22605.7363,21111.25432,22572.36428,22982.39313,21658.1029,21641.57272,21730.24737,22632.43114,22579.0307,23889.70349,23060.7879,21793.76756,22957.53453,23777.36815,22300.82211,22693.78787,22209.17529,23387.04717,23439.72582,21848.45178,24754.02134,23532.06891,22941.06481,23315.38823,21871.77001,23870.97865,25092.11257,23721.67574,24307.94209,21056.79297,22889.09206,21272.04327,23264.19539,21671.48776,22887.91868,20307.2182,22561.36094,22190.25636
M314T693,131233.2451,132534.6542,141427.8947,121724.4458,218289.0837,147275.0728,682430.1942,1080533.153,797687.4338,1749437.408,1657889.387,1264685.908,1130030.91,3540213.434,2026447.921,1390131.806,4096596.752,1177708.273,1073916.184,676690.4437,790893.5257,951734.7682,1541692.526,1292209.789,623311.3881,1112541.676,548527.8073,286754.2966,732996.067,813111.5153,481875.6509,405888.5206,464446.0548,242601.9689,216338.549,417603.456,75200.17446,60426.89667,216801.2262,70263.87292,47359.14218,162411.5746,293311.8802,172214.6367,456623.9677,460503.0709,886682.4707,759097.753,567446.8195,484085.0831,538341.5956,427597.5585,197359.7142,392027.9022,870414.552,617084.6111,790149.068,1041105.432,876346.1998,679639.374,1676372.685,805307.665,672401.3285,317426.7002,387205.8022,198186.3363,629079.7397,389266.86,254589.9041,380578.4533,361172.4975,177594.2056,149393.6135,85424.68056,75735.0478,110412.2386,110250.0623,68979.90702,467371.7594,533800.5303,416166.4441
